-BEGIN HEADER-,,,,,,,,,,,,,,,,
2021,8,9,8,463.19,570.55,326.09,212.3,27.26,0.69,3.6,25.05,92.04,4.41,284.26,5.07,285
2021,8,9,9,590.16,765.15,349.41,295.55,36.22,1.16,6,26.5,92.04,3.95,289.15,4.44,289.01
2021,8,9,10,746.26,901.25,475.61,290.3,46.96,1.7,8.62,27.21,92.01,3.54,288,3.98,287.26
2021,8,9,11,806.65,975.85,494.41,315.15,53.03,2.03,11.1,27.8,91.95,2.9,283.1,3.25,281.8
2021,8,9,12,757.62,972.6,503.1,258.13,49.78,1.9,10.3,28.83,91.88,2.34,270.38,2.61,268.97
2021,8,9,13,679.49,892.67,464.19,234.45,43.61,1.56,7.85,29.23,91.79,2.43,264.27,2.69,263
2021,8,9,14,568.98,746.52,375.1,244.66,35.67,1.11,5.9,29.19,91.72,2.53,261.82,2.81,260.41
2021,8,9,15,423.54,542.2,247.1,286.06,25.7,0.61,3.15,28.62,91.69,2.32,255.59,2.66,254.7
2021,8,9,16,239.91,310.67,159.2,200.09,13.86,0.2,1,27.83,91.71,2.17,249.81,2.64,249.36
2021,8,9,17,83.35,94.83,76.22,41.73,4.55,0.02,0.1,26.51,91.76,1.75,247.91,2.67,247.79
2021,8,9,18,0,0,0,0,0,0,0,25.15,91.82,1.57,244.71,2.9,244.33
2021,8,9,19,0,0,0,0,0,0,0,24.5,91.89,1.7,239.67,3.41,239.15
2021,8,9,20,0,0,0,0,0,0,0,23.9,91.95,1.87,233.66,3.99,233.76
2021,8,9,21,0,0,0,0,0,0,0,23.41,91.99,2.27,233.13,4.56,233.64
2021,8,9,22,0,0,0,0,0,0,0,23.04,91.97,2.73,235.72,4.84,236.52
2021,8,9,23,0,0,0,0,0,0,0,22.73,91.91,3.2,242.56,5.21,243.67
2021,8,10,0,0,0,0,0,0,0,0,22.41,91.85,3.34,248.42,5.11,248.57
2021,8,10,1,0,0,0,0,0,0,0,22.11,91.8,3.58,253.5,5.45,254.71
2021,8,10,2,0,0,0,0,0,0,0,21.79,91.77,4.4,261.52,6.38,262.19
2021,8,10,3,0,0,0,0,0,0,0,21.38,91.79,4.84,264.81,7.01,265.59
2021,8,10,4,0,0,0,0,0,0,0,21.05,91.82,5.22,265.96,7.38,266.36
2021,8,10,5,4.48,4,4.38,8.36,0.09,0,0,20.85,91.85,4.96,263.21,6.98,263.45
2021,8,10,6,48.45,106.6,41.69,33.33,2.71,0.02,0.08,21.15,91.88,5.21,261.54,6.58,262.01
2021,8,10,7,132.23,323.38,109.84,51.2,8.14,0.14,0.7,21.89,91.93,5.76,267.36,7.25,268.89
2021,8,10,8,241.28,551.2,193.77,73.56,15.44,0.41,2.1,22.69,91.97,5.85,275.29,7.31,276.38
2021,8,10,9,351.5,745.5,262.44,109.29,22.48,0.73,3.75,23.69,92,5.73,279.9,6.94,280.45
2021,8,10,10,392.82,883.25,294.34,105.59,25.69,0.93,4.65,24.3,92.02,5.36,279.82,6.36,279.76
2021,8,10,11,469.15,941.4,337.55,132.8,30.96,1.16,6.23,24.63,91.96,5.33,286.71,6.3,286.21
2021,8,10,12,579.38,946.9,413.65,168.07,37.28,1.4,7.55,25.18,91.86,5.35,295.7,6.3,294.88
2021,8,10,13,520.76,871.88,383.52,149.45,32.83,1.16,5.85,25.71,91.77,5.19,296.45,6.08,295.74
2021,8,10,14,460.8,726.58,350.46,139.33,28.89,0.91,4.83,25.87,91.68,4.92,290.33,5.84,289.87
2021,8,10,15,378.84,524.3,268.1,179.77,22.36,0.54,2.77,25.85,91.64,4.54,285.97,5.54,285.7
2021,8,10,16,213.54,295.5,168.8,111.25,12.09,0.18,0.88,25.54,91.65,3.96,281.27,5.11,281.19
2021,8,10,17,69.98,85.95,61.41,50.75,3.73,0.02,0.08,24.47,91.7,2.37,272.27,4.42,271.93
2021,8,10,18,0,0,0,0,0,0,0,23.18,91.77,2.17,261.72,4.66,262.01
2021,8,10,19,0,0,0,0,0,0,0,22.81,91.83,2.42,257.67,5.21,257.8
2021,8,10,20,0,0,0,0,0,0,0,22.48,91.89,2.79,260.67,5.87,261.04
2021,8,10,21,0,0,0,0,0,0,0,22.17,91.93,3.34,265.44,6.35,265.55
2021,8,10,22,0,0,0,0,0,0,0,21.73,91.93,3.65,267.18,6.34,267.25
2021,8,10,23,0,0,0,0,0,0,0,21.23,91.9,3.73,267.6,6.15,267.81
2021,8,11,0,0,0,0,0,0,0,0,20.97,91.85,4.09,267.15,6.23,267.49
2021,8,11,1,0,0,0,0,0,0,0,20.74,91.79,4.41,266.65,6.25,266.92
2021,8,11,2,0,0,0,0,0,0,0,20.5,91.76,4.21,266.6,5.89,267.04
2021,8,11,3,0,0,0,0,0,0,0,20.27,91.75,4.2,267.44,5.92,267.88
2021,8,11,4,0,0,0,0,0,0,0,20.07,91.77,4.15,268.17,5.91,268.64
2021,8,11,5,6.32,3.75,6.2,9.33,0.17,0,0,19.93,91.81,4.27,270.21,5.98,270.6
2021,8,11,6,93.54,100.65,84.7,43.59,4.87,0.02,0.12,20.57,91.87,5.28,278,6.61,279.73
2021,8,11,7,268.06,313.77,220.46,108.88,14.5,0.23,1.15,22.16,91.94,6.37,291.81,7.73,293.33
2021,8,11,8,449.05,541.05,337.23,173.06,25.39,0.63,3.3,23.98,91.98,6.53,300.8,7.73,301.91
2021,8,11,9,593.22,737.1,411.57,222.83,35.07,1.09,5.7,25.55,91.97,6.23,306.54,7.27,307.14
2021,8,11,10,705.8,872.73,507.32,212.76,42.54,1.52,7.65,26.77,91.93,5.83,309.62,6.72,309.67
2021,8,11,11,715.55,943.2,485.32,232.27,44.34,1.66,9.02,27.75,91.84,5.62,310.94,6.43,310.62
2021,8,11,12,661.55,937.48,465.3,199.02,42.55,1.59,8.52,28.32,91.73,5.53,312.19,6.33,311.6
2021,8,11,13,619.96,857.23,459.54,174.76,38.14,1.35,6.75,28.53,91.67,5.08,316.18,5.83,315.27
2021,8,11,14,498.29,709.98,377.45,152.68,30.77,0.95,4.98,28.17,91.64,4.6,320.72,5.34,319.74
2021,8,11,15,380.65,516.58,281.17,161.73,22.56,0.54,2.77,27.28,91.64,4.45,324.8,5.4,324.06
2021,8,11,16,240.98,288.1,193.25,119.06,13.34,0.2,0.95,26.18,91.68,3.74,331.19,5.11,330.93
2021,8,11,17,78.77,82.23,67.98,64.66,4.12,0.02,0.08,24.76,91.75,2.35,338.13,4.51,338.05
2021,8,11,18,0,0,0,0,0,0,0,23.74,91.82,1.97,339.76,4.26,339.7
2021,8,11,19,0,0,0,0,0,0,0,23.37,91.88,1.89,336.4,4.11,336.26
2021,8,11,20,0,0,0,0,0,0,0,23.04,91.92,1.85,330.07,4.01,330.24
2021,8,11,21,0,0,0,0,0,0,0,22.73,91.94,1.8,322.39,3.86,322.64
2021,8,11,22,0,0,0,0,0,0,0,22.44,91.92,1.8,314.3,3.71,314.4
2021,8,11,23,0,0,0,0,0,0,0,22.23,91.87,1.84,307.75,3.7,307.89
2021,8,12,0,0,0,0,0,0,0,0,22.08,91.81,2.34,299.56,4.27,300.23
2021,8,12,1,0,0,0,0,0,0,0,21.99,91.75,3.17,290.04,5.02,290.61
2021,8,12,2,0,0,0,0,0,0,0,21.87,91.71,3.77,284.38,5.54,284.96
2021,8,12,3,0,0,0,0,0,0,0,21.64,91.72,4.03,280.94,5.82,281.46
2021,8,12,4,0,0,0,0,0,0,0,21.33,91.75,4.65,277.15,6.52,277.51
2021,8,12,5,6.68,3.83,6.54,10.28,0.19,0,0,20.86,91.83,5.39,277.75,7.32,278.23
2021,8,12,6,81.27,106.27,72.46,43.55,4.34,0.02,0.12,20.89,91.94,5.77,281.48,7.32,282.2
2021,8,12,7,233.05,327.23,194.73,87.63,13.19,0.22,1.08,21.66,92.05,6.52,288.37,8.11,289.29
2021,8,12,8,384.07,557.45,307.48,118.5,23.39,0.59,3.1,22.88,92.09,7.14,295.7,8.67,296.5
2021,8,12,9,401.48,753.83,296.53,128.7,25.49,0.82,4.25,24.31,92.11,7.26,302.75,8.64,303.42
2021,8,12,10,516.31,890.95,381.95,143.98,33.53,1.22,6.12,25.36,92.07,7.08,307.06,8.31,307.67
2021,8,12,11,462.41,955.23,333.45,130.07,30.59,1.16,6.2,25.98,92,6.75,309.31,7.9,309.78
2021,8,12,12,420.59,941.08,302.52,119.73,28.03,1.05,5.6,26.39,91.9,6.32,312.29,7.41,312.69
2021,8,12,13,430.18,854.77,316.18,124.22,27.64,0.98,4.88,26.41,91.83,5.94,317.56,7.02,317.75
2021,8,12,14,332.87,698.7,250.7,103.9,21.41,0.66,3.5,26.23,91.79,5.73,320.93,6.83,320.76
2021,8,12,15,209.25,496.33,165.96,70.49,13.21,0.33,1.67,25.8,91.78,5.38,323.56,6.52,323.43
2021,8,12,16,157.91,273.38,134.3,59.06,9.26,0.14,0.7,25.05,91.81,4.61,322.92,5.77,322.87
2021,8,12,17,42.38,77.52,39.03,20.26,2.48,0.01,0.05,23.84,91.85,2.91,317.4,4.83,316.9
2021,8,12,18,0,0,0,0,0,0,0,22.64,91.91,2.28,308.87,4.86,309.13
2021,8,12,19,0,0,0,0,0,0,0,22.29,91.98,2.65,300.27,5.38,300.44
2021,8,12,20,0,0,0,0,0,0,0,22,92.03,3.08,294.29,5.67,294.48
2021,8,12,21,0,0,0,0,0,0,0,21.75,92.06,3.59,289.46,5.94,289.84
2021,8,12,22,0,0,0,0,0,0,0,21.55,92.02,3.98,285.59,6.11,285.96
2021,8,12,23,0,0,0,0,0,0,0,21.44,91.94,4.2,284.76,6.18,285.39
2021,8,13,0,0,0,0,0,0,0,0,21.29,91.87,4.41,285.64,6.38,286.15
2021,8,13,1,0,0,0,0,0,0,0,21.05,91.81,4.89,287.1,6.87,287.55
2021,8,13,2,0,0,0,0,0,0,0,20.62,91.79,5.11,290.04,7.05,290.44
2021,8,13,3,0,0,0,0,0,0,0,20.19,91.79,4.9,293.67,6.79,294.18
2021,8,13,4,0,0,0,0,0,0,0,19.97,91.82,4.69,298.92,6.58,299.61
2021,8,13,5,5.55,3.7,5.41,11.21,0.13,0,0,19.98,91.86,4.45,299.22,6.35,299.4
2021,8,13,6,76.69,102.15,68.81,38.98,4.12,0.02,0.1,20.65,91.9,5.02,300.35,6.36,300.82
2021,8,13,7,221.35,315.95,187.1,78.35,12.63,0.21,1.02,21.98,91.96,7.04,306.28,8.86,306.61
2021,8,13,8,389.8,544.2,310.87,122.11,22.83,0.58,3,23.73,91.99,7.75,311.24,9.34,311.44
2021,8,13,9,498.46,739.9,369.98,157.5,30.3,0.95,4.95,25.32,91.97,7.63,313.84,9,313.87
2021,8,13,10,464.59,879.42,340.54,132.89,30.24,1.09,5.48,26.48,91.92,7.29,313.96,8.52,313.81
2021,8,13,11,393.44,949.83,284.44,109.93,26.79,1.01,5.4,27.28,91.84,6.9,313.07,8.03,312.75
2021,8,13,12,364.34,943.6,262.05,103.73,25.17,0.95,5.02,27.62,91.74,6.54,310.98,7.65,310.61
2021,8,13,13,526.45,860.92,390.08,148.64,33.17,1.16,5.85,27.59,91.66,6.16,308.05,7.28,307.72
2021,8,13,14,431,710.77,327.44,131.05,26.5,0.82,4.35,27.4,91.62,5.97,305.04,7.21,304.84
2021,8,13,15,322.09,511.15,253.45,111.97,19.3,0.47,2.4,27.02,91.62,5.94,303.73,7.3,303.69
2021,8,13,16,191.59,285.55,161.34,75.98,11.04,0.16,0.8,26.18,91.66,5.42,302.04,6.91,302.07
2021,8,13,17,57.36,79.38,53.29,25.02,3.28,0.02,0.08,24.61,91.72,3.62,297.89,6.07,297.69
2021,8,13,18,0,0,0,0,0,0,0,23.05,91.79,2.91,291.26,6.14,291.27
2021,8,13,19,0,0,0,0,0,0,0,22.5,91.88,3.06,285.1,6.32,285.26
2021,8,13,20,0,0,0,0,0,0,0,22.06,91.93,3.21,279.26,6.32,279.68
2021,8,13,21,0,0,0,0,0,0,0,21.73,91.96,3.74,274.31,6.75,275.11
2021,8,13,22,0,0,0,0,0,0,0,21.46,91.94,4.43,271.72,6.99,272.11
2021,8,13,23,0,0,0,0,0,0,0,21.11,91.86,4.68,267.99,6.85,268.37
2021,8,14,0,0,0,0,0,0,0,0,20.85,91.78,4.85,267.23,6.82,267.64
2021,8,14,1,0,0,0,0,0,0,0,20.68,91.7,4.81,268.98,6.7,269.4
2021,8,14,2,0,0,0,0,0,0,0,20.53,91.63,4.53,271.58,6.43,272.09
2021,8,14,3,0,0,0,0,0,0,0,20.37,91.6,4.1,272.95,6.02,273.5
2021,8,14,4,0,0,0,0,0,0,0,20.27,91.65,3.67,274.03,5.63,274.46
2021,8,14,5,6.55,3.58,6.4,12.12,0.18,0,0,20.21,91.72,3.68,278.04,5.65,278.51
2021,8,14,6,90.3,95.48,77.5,63.45,4.58,0.02,0.1,20.67,91.8,4.41,283.84,5.63,284.21
2021,8,14,7,257.02,291.02,182.62,170.2,13.27,0.2,1,21.55,91.89,5.86,292.5,7.39,293.02
2021,8,14,8,411.37,505.42,296.28,177.98,22.59,0.54,2.8,22.82,91.93,6.71,295.61,8.14,295.83
2021,8,14,9,545.82,694.27,380.19,202.97,30.88,0.94,4.85,24.23,91.9,6.92,296.13,8.26,296.27
2021,8,14,10,548.8,833.95,404.77,154.23,32.94,1.14,5.73,25.51,91.84,7.03,296.45,8.33,296.57
2021,8,14,11,625.09,901.48,447.14,179.43,37.16,1.34,7.25,26.4,91.77,7.1,296.31,8.4,296.23
2021,8,14,12,602.69,890.2,431.15,173.95,35.66,1.28,6.88,26.76,91.67,7.08,294.16,8.4,294.11
2021,8,14,13,576.25,818.92,423.5,166.55,33.38,1.13,5.67,26.69,91.6,7.09,290.85,8.48,290.84
2021,8,14,14,441.11,675.73,335.33,133.98,26.02,0.77,4.1,26.47,91.56,6.96,287.64,8.43,287.76
2021,8,14,15,306.45,477.98,246.01,98.76,17.9,0.42,2.15,25.96,91.57,6.61,285.01,8.13,285.14
2021,8,14,16,159.88,261,135.1,62.47,9.23,0.13,0.65,24.98,91.6,5.67,281.53,7.36,281.57
2021,8,14,17,49.7,71.52,46.48,19.98,2.8,0.01,0.05,23.58,91.65,3.86,277.1,6.46,277.08
2021,8,14,18,0,0,0,0,0,0,0,22.23,91.72,2.93,272.75,6.16,272.91
2021,8,14,19,0,0,0,0,0,0,0,21.77,91.79,2.81,268.41,5.92,268.56
2021,8,14,20,0,0,0,0,0,0,0,21.45,91.83,3.16,267.17,6.36,267.53
2021,8,14,21,0,0,0,0,0,0,0,21.12,91.85,3.56,267.86,6.65,268.18
2021,8,14,22,0,0,0,0,0,0,0,20.79,91.82,4.01,268.66,6.74,269
2021,8,14,23,0,0,0,0,0,0,0,20.4,91.77,4.44,267.38,6.83,267.77
2021,8,15,0,0,0,0,0,0,0,0,20.14,91.69,4.73,266.68,6.83,266.98
2021,8,15,1,0,0,0,0,0,0,0,19.94,91.64,4.81,266.37,6.76,266.82
2021,8,15,2,0,0,0,0,0,0,0,19.8,91.61,4.61,267.19,6.53,267.67
2021,8,15,3,0,0,0,0,0,0,0,19.69,91.63,4.26,270.53,6.2,270.94
2021,8,15,4,0,0,0,0,0,0,0,19.65,91.66,4.18,275.68,6.14,276.06
2021,8,15,5,5,3.48,4.84,12.98,0.1,0,0,19.65,91.69,4.24,279.97,6.2,280.3
2021,8,15,6,55.99,95.62,48.7,36.15,3.03,0.02,0.08,20.29,91.75,4.79,282.04,6.14,282.57
2021,8,15,7,186.99,300.42,157.44,67.6,10.53,0.17,0.83,21.57,91.83,6.88,287.65,8.8,288.27
2021,8,15,8,342.45,529.73,275.38,103.7,19.82,0.48,2.52,23.08,91.88,7.95,291.93,9.77,292.12
2021,8,15,9,478.7,725.98,354.3,152.39,28.18,0.87,4.5,24.26,91.9,8.16,294.14,9.89,294.01
2021,8,15,10,612.23,864.65,451.3,172.31,37.45,1.3,6.52,25.09,91.88,8.07,294.6,9.7,294.31
2021,8,15,11,614.27,922.85,433.67,182.07,38.13,1.39,7.45,25.56,91.82,7.9,294.03,9.44,293.55
2021,8,15,12,498.34,916.58,355.71,144.65,31.09,1.12,5.95,25.8,91.74,7.85,292.84,9.4,292.37
2021,8,15,13,495.98,834.77,367.48,140.17,29.7,1.02,5.05,25.8,91.67,7.72,292.1,9.3,291.63
2021,8,15,14,338.12,686.8,257.66,102.01,21.39,0.64,3.38,25.51,91.64,7.24,290.72,8.85,290.4
2021,8,15,15,200.36,487.65,159.66,66.64,12.76,0.3,1.55,25.05,91.64,6.46,288.76,8.05,288.61
2021,8,15,16,127.58,266.95,106.91,52.32,7.5,0.11,0.52,24.1,91.67,5.02,285.42,6.64,285.34
2021,8,15,17,38.43,72.92,35.8,16.59,2.3,0.01,0.05,22.87,91.72,3.08,278.01,5.46,277.74
2021,8,15,18,0,0,0,0,0,0,0,21.77,91.78,2.55,270.7,5.48,270.74
2021,8,15,19,0,0,0,0,0,0,0,21.4,91.84,2.66,265.95,5.65,266.12
2021,8,15,20,0,0,0,0,0,0,0,21.13,91.91,2.91,264.29,6,264.55
2021,8,15,21,0,0,0,0,0,0,0,20.98,91.94,3.69,263.79,6.99,264.35
2021,8,15,22,0,0,0,0,0,0,0,21.08,91.92,4.99,264.33,8.12,265.14
2021,8,15,23,0,0,0,0,0,0,0,20.75,91.86,4.92,261.32,7.6,261.79
2021,8,16,0,0,0,0,0,0,0,0,20.33,91.78,4.66,259.56,7.14,259.98
2021,8,16,1,0,0,0,0,0,0,0,20.08,91.7,4.79,262.12,7.06,262.5
2021,8,16,2,0,0,0,0,0,0,0,19.79,91.66,4.35,266.6,6.56,267.06
2021,8,16,3,0,0,0,0,0,0,0,19.66,91.71,3.89,271.5,5.93,271.81
2021,8,16,4,0,0,0,0,0,0,0,19.67,91.76,3.89,275.41,5.95,275.73
2021,8,16,5,5.45,3.73,5.27,13.83,0.12,0,0,19.69,91.8,3.66,276.62,5.78,276.91
2021,8,16,6,71.73,112.1,64.19,37.45,4.01,0.02,0.1,20.31,91.87,4.22,280.23,5.45,281.15
2021,8,16,7,221.68,341.65,188.95,74.88,13.18,0.21,1.05,21.64,91.94,6.14,293.4,7.83,294.47
2021,8,16,8,380.76,575.85,306.87,114.2,23.27,0.59,2.98,23.33,91.99,7.19,300.72,8.79,300.96
2021,8,16,9,456.77,771.5,333.12,151.41,29.38,0.91,4.67,24.96,92,7.67,303.87,9.12,303.47
2021,8,16,10,502.05,905.5,376.83,134.03,32.91,1.16,5.77,26.28,91.95,7.54,306.15,8.77,305.32
2021,8,16,11,527.24,969.92,381.85,146.56,35.35,1.3,6.85,27.18,91.88,7.07,307.41,8.13,306.17
2021,8,16,12,562.62,959.98,403.34,161.55,37.08,1.36,7.1,27.56,91.79,6.71,307.52,7.7,306.13
2021,8,16,13,548.86,874.9,406.57,155.29,34.67,1.18,5.85,27.4,91.72,6.3,309.01,7.29,307.56
2021,8,16,14,444.28,718.9,340.09,132.23,27.71,0.83,4.35,26.84,91.7,5.8,310.19,6.86,308.8
2021,8,16,15,283.55,505.12,228.95,89.55,17.35,0.41,2.05,26.12,91.7,5.43,309.05,6.62,308.01
2021,8,16,16,132.98,272.83,110.78,56.43,7.95,0.11,0.55,25.05,91.74,4.42,308.47,6,308.12
2021,8,16,17,42.6,73.08,40.08,16.16,2.52,0.01,0.05,23.35,91.78,2.66,307.24,5.26,307.09
2021,8,16,18,0,0,0,0,0,0,0,22.15,91.84,2.34,298.11,4.97,298.01
2021,8,16,19,0,0,0,0,0,0,0,21.71,91.89,2.53,282.49,5.45,282.42
2021,8,16,20,0,0,0,0,0,0,0,21.33,91.92,2.84,274.74,6.13,274.75
2021,8,16,21,0,0,0,0,0,0,0,20.99,91.96,2.84,270.47,6.07,270.59
2021,8,16,22,0,0,0,0,0,0,0,20.48,91.96,2.81,266.02,6,266.12
2021,8,16,23,0,0,0,0,0,0,0,20.07,91.92,2.92,259.53,6.08,259.86
2021,8,17,0,0,0,0,0,0,0,0,19.94,91.85,3.63,254.92,6.74,255.29
2021,8,17,1,0,0,0,0,0,0,0,19.71,91.79,3.82,253.6,6.58,253.74
2021,8,17,2,0,0,0,0,0,0,0,19.48,91.77,3.27,251.05,5.96,251.49
2021,8,17,3,0,0,0,0,0,0,0,19.41,91.78,3.11,251.25,5.67,251.86
2021,8,17,4,0,0,0,0,0,0,0,19.41,91.83,2.94,250.41,5.45,251.18
2021,8,17,5,4.49,3.5,4.3,14.63,0.08,0,0,19.51,91.88,3.18,247.65,5.54,248.32
2021,8,17,6,49.3,103.67,41.47,38.91,2.7,0.02,0.08,20.46,91.92,4.34,246.53,5.37,248.32
2021,8,17,7,176.2,324.4,145.86,69.37,10.56,0.17,0.85,22.37,91.98,5.28,259.85,6.35,262.22
2021,8,17,8,354.86,557.83,286.91,104.98,21.64,0.55,2.85,24.63,92.01,5.68,270.08,6.62,271.42
2021,8,17,9,479.12,755.9,356.91,149.6,29.8,0.95,4.85,26.58,91.99,5.89,276.25,6.82,276.91
2021,8,17,10,557.39,894.4,417.22,150.01,35.34,1.27,6.33,27.97,91.94,5.97,279.57,6.87,279.69
2021,8,17,11,482.21,958.38,347.64,135.65,32.17,1.2,6.42,28.98,91.86,5.83,279.79,6.7,279.61
2021,8,17,12,401.52,950.65,286.49,116.69,27.35,1.02,5.35,29.35,91.76,5.66,277.06,6.54,276.79
2021,8,17,13,467.51,865.88,347.13,131.45,29.8,1.03,5.15,29.36,91.67,5.51,274.88,6.43,274.53
2021,8,17,14,415.19,710.98,318.41,122.96,25.77,0.78,4.15,29.14,91.63,5.27,275.53,6.23,275.18
2021,8,17,15,326.39,501.48,262.73,104.63,19.44,0.46,2.35,28.59,91.64,5.19,278.4,6.23,278.15
2021,8,17,16,179.07,267.05,151.74,69.72,10.28,0.15,0.73,27.42,91.67,4.93,279.85,6.25,279.72
2021,8,17,17,50.27,70.83,47.72,16.59,2.88,0.01,0.05,25.34,91.74,3.35,279.66,6.12,279.63
2021,8,17,18,0,0,0,0,0,0,0,23.46,91.81,3.12,278.92,6.67,279.03
2021,8,17,19,0,0,0,0,0,0,0,22.74,91.89,3.37,277.6,6.84,277.81
2021,8,17,20,0,0,0,0,0,0,0,22.11,91.97,3.41,275.92,6.63,276.22
2021,8,17,21,0,0,0,0,0,0,0,21.61,92,3.6,272.12,6.59,272.51
2021,8,17,22,0,0,0,0,0,0,0,21.16,91.98,3.96,266.83,6.7,267.12
2021,8,17,23,0,0,0,0,0,0,0,20.73,91.93,4.13,261.96,6.55,262.18
2021,8,18,0,0,0,0,0,0,0,0,20.21,91.87,3.7,255.7,5.84,255.74
2021,8,18,1,0,0,0,0,0,0,0,19.88,91.81,3.86,249.77,5.9,250.34
2021,8,18,2,0,0,0,0,0,0,0,19.61,91.74,4.16,246.08,5.86,246.17
2021,8,18,3,0,0,0,0,0,0,0,19.2,91.7,4.11,243,5.83,243.16
2021,8,18,4,0,0,0,0,0,0,0,18.81,91.72,3.82,238.98,5.79,239.25
2021,8,18,5,6.5,3.48,6.31,15.41,0.16,0,0,18.52,91.78,3.56,235.27,5.91,235.62
2021,8,18,6,100.44,103.9,87.61,63.84,5.18,0.02,0.12,19.44,91.84,4.56,235.47,5.69,235.96
2021,8,18,7,269.9,316.83,186.27,191.27,15.01,0.23,1.12,21.36,91.9,4.88,243.15,5.85,245.97
2021,8,18,8,485.81,560.42,349.22,210.97,27.96,0.68,3.52,24.07,91.94,5.86,264.34,7,267.12
2021,8,18,9,548.2,761.52,353.88,237.82,33.63,1.05,5.4,26.14,91.94,6.17,274.43,7.2,275.23
2021,8,18,10,683.09,901.23,498.68,197.3,43.13,1.52,7.65,27.58,91.89,6.2,277.16,7.14,277.23
2021,8,18,11,698.34,966.58,478.91,221.17,45.22,1.68,9,28.66,91.79,6.4,276.38,7.38,276.2
2021,8,18,12,677.62,954.92,471.47,209.19,43.24,1.59,8.5,29.4,91.67,6.42,275.17,7.42,274.83
2021,8,18,13,639.27,865.27,462.91,192.67,39.27,1.36,6.77,29.6,91.57,6.16,275.67,7.2,275.29
2021,8,18,14,508.46,702.7,379.59,163.9,30.59,0.91,4.83,29.01,91.52,5.74,278.14,6.82,277.57
2021,8,18,15,365.02,495.8,293.66,117.53,21.08,0.48,2.48,27.93,91.51,5.35,280.44,6.46,279.95
2021,8,18,16,208.39,266.25,176.57,81.55,11.55,0.16,0.77,26.55,91.55,4.57,282.04,5.88,281.73
2021,8,18,17,56.35,68.58,53.96,15.77,3.1,0.01,0.05,24.55,91.62,2.86,285.86,5.04,286.02
2021,8,18,18,0,0,0,0,0,0,0,23.11,91.71,2.22,290.34,4.47,290.37
2021,8,18,19,0,0,0,0,0,0,0,22.42,91.78,2.46,287.97,4.44,288.05
2021,8,18,20,0,0,0,0,0,0,0,21.86,91.83,2.91,277.56,4.56,277.88
2021,8,18,21,0,0,0,0,0,0,0,21.44,91.84,3.5,262.94,5.09,263.3
2021,8,18,22,0,0,0,0,0,0,0,21.14,91.82,4.21,253.08,5.97,253.58
2021,8,18,23,0,0,0,0,0,0,0,20.77,91.76,4.8,251.48,6.68,251.88
2021,8,19,0,0,0,0,0,0,0,0,20.31,91.69,5.21,252.35,7.04,252.63
2021,8,19,1,0,0,0,0,0,0,0,19.73,91.63,5.35,249.85,7.05,250.1
2021,8,19,2,0,0,0,0,0,0,0,19.12,91.61,5.27,246.59,6.93,246.99
2021,8,19,3,0,0,0,0,0,0,0,18.69,91.61,4.99,247.82,6.56,248.17
2021,8,19,4,0,0,0,0,0,0,0,18.4,91.66,4.39,249.92,5.87,250.24
2021,8,19,5,6.71,3.52,6.52,16.15,0.17,0,0,18.17,91.71,4.22,249.85,5.76,250.44
2021,8,19,6,101.88,110.73,90.59,56.25,5.3,0.02,0.12,18.73,91.77,5.35,256.65,6.75,258.1
2021,8,19,7,311.05,336.98,227.94,190.05,16.83,0.25,1.25,20.42,91.83,6.68,268.99,8.27,270.7
2021,8,19,8,484.99,563.8,328.21,242.06,28.85,0.69,3.55,22.65,91.86,7.63,277.42,9.24,278.56
2021,8,19,9,594.16,761.73,364.7,280.73,36.91,1.13,5.83,24.58,91.86,7.73,279.83,9.18,280.44
2021,8,19,10,618.42,901.5,325.86,312.94,39.72,1.39,7.08,26.14,91.82,7.42,280.86,8.73,281.14
2021,8,19,11,659.5,937.42,427.88,233.45,42.08,1.54,8.23,27.37,91.77,7.1,283.23,8.33,283.18
2021,8,19,12,636.66,937.77,433.87,205.83,40.4,1.47,7.77,28.07,91.68,7.03,284.61,8.26,284.3
2021,8,19,13,570.58,847.27,359.17,231.12,36.16,1.23,6.17,28.26,91.59,7,284.81,8.23,284.41
2021,8,19,14,439.02,698.02,299.16,178.09,27.97,0.83,4.33,27.79,91.53,6.84,284.35,8.16,283.9
2021,8,19,15,291.54,497.7,198.39,153.77,17.98,0.41,2.08,26.81,91.52,6.45,281.95,7.94,281.52
2021,8,19,16,153.24,270.35,113.8,101.54,9.09,0.12,0.6,25.69,91.55,5.35,279.83,7.09,279.76
2021,8,19,17,51.94,70.8,47.06,32.66,2.93,0.01,0.05,24.17,91.6,3.57,278.93,6.13,279.09
2021,8,19,18,0,0,0,0,0,0,0,22.56,91.69,2.74,274.41,5.82,274.62
2021,8,19,19,0,0,0,0,0,0,0,22,91.77,2.9,268.15,6,268.43
2021,8,19,20,0,0,0,0,0,0,0,21.52,91.81,3.37,265.21,6.48,265.37
2021,8,19,21,0,0,0,0,0,0,0,20.98,91.87,3.43,264.38,6.33,264.48
2021,8,19,22,0,0,0,0,0,0,0,20.55,91.89,3.52,263.24,5.98,263.32
2021,8,19,23,0,0,0,0,0,0,0,20.08,91.83,3.98,260.28,6.12,260.37
2021,8,20,0,0,0,0,0,0,0,0,19.62,91.76,4.06,258.45,6.02,258.63
